X,Y,fid,Route ID,Station Nu,Latitude,Longitude,km,Municipali,Year,Direction,Directio_1,AADT,icon_url
-67.923,18.4011,1,PR-119,A011901835,18.4011,-67.923,"18.6",Quebradillas,2020,To PR-453,To PR-476,"1,457",./0.png
-67.2494,18.347,2,PR-115,A011501370,18.347,-67.2494,"14.3",Rincón,2019,To PR?413 KM 6.1,To PR?413 KM 0.0,"7,423",./0.png
-67.2468,18.3378,3,PR-412,A041200000,18.3378,-67.2468,"0.52",Rincón,2019,To PR-4412,To PR-115,"2,961",./0.png
-67.2437,18.3538,4,PR-413,A041300000,18.3538,-67.2437,"5.89",Rincón,2019,To PR-115 KM 15.3,To PR-115 KM 13.5,"3,243",./0.png
-67.2424,18.3226,5,PR-115,A011500910,18.3226,-67.2424,"11",Rincón,2019,To PR-412,To PR-429,"13,588",./0.png
-67.2396,18.3115,6,PR-429,A042900000,18.3115,-67.2396,"1.1",Rincón,2020,To PR-115 Norte,To PR-115 Sur,"1,677",./0.png
-67.2341,18.3652,7,PR-115,A011501570,18.3652,-67.2341,"17.23",Rincón,2019,To PR-414,To PR-400,"7,634",./0.png
-67.2315,18.3603,8,PR-400,A040000000,18.3603,-67.2315,"0.7",Rincón,2020,To PR-115,To PR-414,"291",./0.png
-67.2257,18.3508,9,PR-414,A041400000,18.3508,-67.2257,"3.4",Rincón,2020,To PR-400,To PR-4412,"1,491",./0.png
-67.2242,18.3773,10,PR-115,A011501750,18.3773,-67.2242,"19.7",Aguada,2020,To PR-414,To PR-400,"7,398",./0.png
-67.2239,18.297,11,PR-429,A042900360,18.297,-67.2239,"3.8",Añasco,2020,To PR-115 Este,To PR-115 Oeste,"847",./0.png
-67.2233,18.3145,12,PR-411,A041101770,18.3145,-67.2233,"18.6",Rincón,2020,To PR-412,To PR-115,"3,968",./0.png
-67.2187,18.3523,13,PR-4412,A441200180,18.3523,-67.2187,"4.5",Aguada,2020,To PR-414,To PR-412,"1,799",./0.png
-67.2121,18.381,14,PR-414,A041400350,18.381,-67.2121,"7.9",Aguada,2020,To PR-115,To PR-4412,"3,757",./0.png
-67.2109,18.2962,15,PR-115,A011500450,18.2962,-67.2109,"5.9",Añasco,2020,To PR-402,To PR-429,"7,988",./0.png
-67.2074,18.3245,16,PR-4412,A441200000,18.3245,-67.2074,"0.1",Rincón,2020,To PR-414,To PR-412,"1,035",./0.png
-67.2064,18.3823,17,PR-115,A011502070,18.3823,-67.2064,"21.05",Aguada,2019,To PR-411,To PR-414,"14,080",./0.png
-67.2,18.3147,18,PR-411,A041101310,18.3147,-67.2,"15.1",Rincón,2020,To PR-412,To PR-115,"725",./0.png
-67.1999,17.9792,19,PR-3301,C00330100000,17.9792,-67.1999,"1.6",Cabo Rojo,2021,To PR-301,To End of Road,"3,021",./0.png
-67.1988,18.3829,20,PR-115,A011502180,18.3829,-67.1988,"21.86",Aguada,2019,To PR-411,To PR-414,"10,020",./0.png
-67.1984,18.3116,21,PR-411,D00041101310,18.3116,-67.1984,"14.6",Rincón,2022,To PR-412,To PR-115,"676",./0.png
-67.1982,18.3798,22,AVENIDA NATIVO ALERS DESVÍO SUR,M020030000,18.3798,-67.1982,"0",Aguada,2020,To PR-411,To PR-115,"6,465",./0.png
-67.198,18.3565,23,PR-411,A041100130,18.3565,-67.198,"3.5",Aguada,2020,To PR-115,To PR-403,"2,440",./0.png
-67.1956,18.2965,24,PR-402,A040200730,18.2965,-67.1956,"7.6",Añasco,2020,To PR-4401,To PR-115,"4,866",./0.png
-67.1953,18.3876,25,PR-441,A044100010,18.3876,-67.1953,"0.89",Aguada,2019,To CALLE A,To CALLE ACCESO ESTE,"5,102",./0.png
-67.1929,18.3757,26,PR-411,A041100025,18.3757,-67.1929,"0.6",Aguada,2020,To PR-115,To PR-403,"5,769",./0.png
-67.1925,18.3736,27,PR-411,D00041100025,18.3736,-67.1925,"0.9",Aguada,2022,To PR-115,To PR-403,"6,777",./0.png
-67.1923,18.3397,28,PR-411,A041100500,18.3397,-67.1923,"5.7",Aguada,2020,To PR-403,To PR-416,"1,784",./0.png
-67.1923,18.3797,29,PR-411,A041100000,18.3797,-67.1923,"0.1",Aguada,2020,To PR-115,To PR-4400,"6,193",./0.png
-67.1921,18.2989,30,PR-4401,A440100000,18.2989,-67.1921,"0.2",Añasco,2020,To End of Road,To PR-402,"450",./0.png
-67.1921,18.3797,31,PR-411,D00041100000,18.3797,-67.1921,"0.2",Aguada,2022,To PR-115,To PR-403,"7,405",./0.png
-67.1915,18.3171,32,PR-411,A041101230,18.3171,-67.1915,"13",Rincón,2020,To PR-4411,To PR-412,"1,133",./0.png
-67.1915,18.3815,33,PR-441,A044100000,18.3815,-67.1915,"0.11",Aguada,2019,"-",To PR?115,"6,697",./0.png
-67.1912,18.396,34,PR-441,A044100125,18.396,-67.1912,"2",Aguada,2020,To End of Road,To PR-115,"1,229",./0.png
-67.1874,18.2944,35,PR-401,A040100000,18.2944,-67.1874,"0.2",Añasco,2020,To PR-115,To End of Road,"3,000",./0.png
-67.187,18.2962,36,PR-115,A011500000,18.2962,-67.187,"3.3",Añasco,2019,To PR-2,To PR-401,"8,890",./0.png
-67.186,17.9747,37,PR-301,A030100810,17.9747,-67.186,"8.3",Cabo Rojo,2019,To CALLE LUNA,To CALLE SOL,"1,791",./0.png
-67.1859,18.2984,38,PR-402,A040200350,18.2984,-67.1859,"6.8",Añasco,2020,To PR-4402,To PR-4401,"6,240",./0.png
-67.1857,18.3133,39,PR-411,A041101150,18.3133,-67.1857,"11.8",Aguada,2020,To PR-4411,To PR-412,"1,213",./0.png
-67.1855,18.3419,40,PR-403,A040300000,18.3419,-67.1855,"1",Aguada,2020,To PR-416,To PR-411,"1,419",./0.png
-67.1846,18.3784,41,PR-417,A041700000,18.3784,-67.1846,"0.2",Aguada,2020,To PR-416,To PR-115 One Way,"4,063",./0.png
-67.1838,18.3772,42,AVENIDA NATIVO ALERS DESVÍO SUR,M020030011,18.3772,-67.1838,"0",Aguada,2020,To PR-417,To PR-411,"9,626",./0.png
-67.1835,18.3808,43,PR-115,A011502359,18.3808,-67.1835,"23.6",Aguada,2020,To PR-4115,To PR-417,"12,577",./0.png
-67.183,18.3531,44,PR-416,A041600145,18.3531,-67.183,"3",Aguada,2020,To PR-4416,To PR-403,"1,891",./0.png
-67.1827,18.3779,45,PR-417,A041700030,18.3779,-67.1827,"0.45",Aguada,2019,To PR-416,To PR-115,"6,741",./0.png
-67.1812,18.3778,46,PR-417,D00041700030,18.3778,-67.1812,"0.55",Aguada,2022,To PR-4415,To PR-115,"6,561",./0.png
-67.1804,18.3146,47,PR-411,A041101030,18.3146,-67.1804,"11.1",Aguada,2020,To PR-4411,To PR-412,"1,645",./0.png
-67.1796,18.3776,48,PR-417 WB 0.8 ENTR,DPR417WB0.8ENTR,18.3776,-67.1796,"0.8",Aguada,2022,To PR-417,To PR-4415,"2,189",./0.png
-67.178,18.3765,49,PR-417,A041700080,18.3765,-67.178,"1",Aguada,2020,To PR-416,To Avenida Nativo Alers Desvío Sur,"13,117",./0.png
-67.1774,18.1586,50,PR-102,C00010200760,18.1586,-67.1774,"8.9",Cabo Rojo,2021,To PR-63,To PR-308,"6,920",./0.png
-67.177,18.3833,51,PR-4415,A441500000,18.3833,-67.177,"0.3",Aguada,2020,To PR-115,To End of Road,"5,860",./0.png
-67.1767,18.3704,52,PR-416,A041600000,18.3704,-67.1767,"0.7",Aguada,2019,To PR-417,To PR-4416,"6,479",./0.png
-67.1765,18.3704,53,PR-416,D00041600000,18.3704,-67.1765,"0.7",Aguada,2022,To PR-417,To PR-4416,"6,638",./0.png
-67.1764,18.1545,54,PR-102,C00010200890,18.1545,-67.1764,"9.3",Cabo Rojo,2021,To PR-63,To PR-308,"7,444",./0.png
-67.1755,18.3857,55,PR-4415 NB TO PR-115 EB,DPR4415NBTOPR115EB,18.3857,-67.1755,"0",Aguada,2022,To PR-115,To PR-4415,"3,322",./0.png
-67.1754,17.9846,56,PR-301,D00030100420,17.9846,-67.1754,"6.3",Cabo Rojo,2022,To PR-303,To PR-3301,"5,989",./0.png
-67.1754,18.3041,57,PR-4402,A440200000,18.3041,-67.1754,"0.69",Añasco,2020,To End of Road,To PR-402,"496",./0.png
-67.1749,18.2476,58,PR-341,C00034100000,18.2476,-67.1749,"0.2",Mayagüez,2021,To End of Road,To PR-64,"3,355",./0.png
-67.1746,18.0291,59,PR-307,C00030700740,18.0291,-67.1746,"8.7",Cabo Rojo,2021,To PR-308,To PR-101,"3,430",./0.png
-67.1743,18.2467,60,PR-64 SB TO PR-341 SLIP NB,DPR64SBTOPR341SLIPNB,18.2467,-67.1743,"0",Mayagüez,2022,To PR-341,To PR-64,"459",./0.png
-67.1741,18.2461,61,PR-341 SB TO PR-64 SB,DPR341SBTOPR64SB,18.2461,-67.1741,"0",Mayagüez,2022,To PR-64,To PR-341,"1,051",./0.png
-67.1738,18.2468,62,PR-64 SB TO PR-341,DPR64SBTOPR341,18.2468,-67.1738,"4.2",Mayagüez,2022,To PR-341,To PR-64,"545",./0.png
-67.1734,18.3204,63,PR-411,A041100980,18.3204,-67.1734,"10",Aguada,2020,To PR-416,To PR-4411,"2,490",./0.png
-67.1729,18.3737,64,PR-417,A041700110,18.3737,-67.1729,"1.7",Aguada,2019,To PR-2,To PR-416,"15,911",./0.png
-67.1728,18.3737,65,PR-417,D00041700110,18.3737,-67.1728,"1.65",Aguada,2022,To PR-2,To PR-416,"15,809",./0.png
-67.1721,18.3233,66,PR-416,A041600780,18.3233,-67.1721,"8.75",Aguada,2019,To PR-419,To PR-411,"4,811",./0.png
-67.1695,18.3164,67,PR-4411,A441100000,18.3164,-67.1695,"0.6",Aguada,2020,To End of Road,To PR-411,"316",./0.png
-67.1685,18.3561,68,PR-4416,A441600000,18.3561,-67.1685,"1.3",Aguada,2020,To PR-2,To PR-416,"4,893",./0.png
-67.1683,18.3316,69,PR-416,A041600460,18.3316,-67.1683,"6.9",Aguada,2020,To PR-403,To PR-419,"1,529",./0.png
-67.1676,18.028,70,PR-101,C00010101790,18.028,-67.1676,"18.4",Cabo Rojo,2021,To PR-100,To PR-307,"6,284",./0.png
-67.1675,18.3254,71,PR-416,D00041600780,18.3254,-67.1675,"8",Aguada,2022,To PR-419,To PR-411,"4,807",./0.png
-67.1675,18.3965,72,PR-4441,A444100000,18.3965,-67.1675,"0.1",Aguada,2020,To PR-439,To End of Road,"163",./0.png
-67.1651,18.0738,73,PR-307,A030700000,18.0738,-67.1651,"0.8",Cabo Rojo,2019,To PR?308,To CAMINO SANTOS NEGRON,"3,420",./0.png
-67.1649,18.2793,74,PR-2 SB TO PR-115 NB,DPR2SBTOPR115NB,18.2793,-67.1649,"145.55",Añasco,2022,To PR-115,To PR-2,"166",./0.png
-67.1647,18.0786,75,PR-308,D00030800100,18.0786,-67.1647,"1.6",Cabo Rojo,2022,To PR-307,To PR-102,"7,205",./0.png
-67.1646,18.2783,76,PR-115 SB TO PR-2 SB,DPR115SBTOPR2SB,18.2783,-67.1646,"0",Añasco,2022,To PR-2,To PR-115,"3,604",./0.png
-67.1646,18.3972,77,PR-439,A043900000,18.3972,-67.1646,"0.4",Aguada,2020,To PR-115,To PR-4441,"1,274",./0.png
-67.1643,18.279,78,PR-109 WB TO PR-2 NB,DPR109WBTOPR2NB,18.279,-67.1643,"0.1",Añasco,2022,To PR-2,To PR-109,"919",./0.png
-67.1638,18.2778999999999,79,PR-2 NB TO PR-109 EB,DPR2NBTOPR109EB,18.2779,-67.1638,"145.7",Añasco,2022,To PR-109,To PR-2,"3,600",./0.png
-67.1633,18.1197,80,PR-311,C00031100320,18.1197,-67.1633,"4.3",Cabo Rojo,2021,To PR-100 NOTH,To PR-100 SOUTH,"1,823",./0.png
-67.1631,18.2754,81,PR-2,A000214530,18.2754,-67.1631,"146.03",Añasco,2019,To PR-109,To PR-64,"47,401",./0.png
-67.1629,18.3556,82,PR-2 SB TO PR-4416 WB,DPR2SBTOPR4416WB,18.3556,-67.1629,"135.8",Aguada,2022,To PR-4416,To PR-2,"1,138",./0.png
-67.1628,18.3551,83,PR-4416 EB TO PR-2 SB,DPR4416EBTOPR2SB,18.3551,-67.1628,"2.2",Aguada,2022,To PR-2,To PR-4416,"2,221",./0.png
-67.1627,18.2775,84,PR-109,A010900000,18.2775,-67.1627,"0.3",Añasco,2020,To PR-402,To PR-2,"7,524",./0.png
-67.1621,18.1133,85,PR-100 SB TO PR-311 NB,DPR100SBTOPR311NB,18.1133,-67.1621,"4.55",Cabo Rojo,2022,To PR-311,To PR-100,"1,198",./0.png
-67.1621,18.113,86,PR-311 SB TO PR-100 SB,DPR311SBTOPR100SB,18.113,-67.1621,"3.3",Cabo Rojo,2022,To PR-100,To PR-311,"1,806",./0.png
-67.1617,18.1137,87,PR-311 NB TO PR-100 NB,DPR311NBTOPR100NB,18.1137,-67.1617,"3.2",Cabo Rojo,2022,To PR-100,To PR-311,"2,123",./0.png
-67.1616,18.1119,88,PR-100 NB TO PR-311 NB,DPR100NBTOPR311NB,18.1119,-67.1616,"4.7",Cabo Rojo,2022,To PR-311,To PR-100,"484",./0.png
-67.1615,18.1118,89,PR-100 NB TO PR-311 SB,DPR100NBTOPR311SB,18.1118,-67.1615,"4.7",Cabo Rojo,2022,To PR-311,To PR-100,"59",./0.png
-67.1615,18.3613,90,PR-2,A000213410,18.3613,-67.1615,"135.2",Aguada,2019,To PR-417,To PR-4416,"37,414",./0.png
-67.1612,18.22,91,PR-64 SB TO PR-3341 SB,DPR64SBTOPR3341SB,18.22,-67.1612,"0.6",Mayagüez,2022,To PR-3341,To PR-64,"80",./0.png
-67.161,18.0268,92,PR-101 EB 17.6 SLIP SB,DPR101EB17.6SLIPSB,18.0268,-67.161,"17.7",Cabo Rojo,2022,To PR-100,To PR-101,"5,472",./0.png
-67.161,18.1095,93,PR-100,A010000460,18.1095,-67.161,"5",Cabo Rojo,2019,To PR-311,To PR-102,"27,840",./0.png
-67.161,18.1095,94,PR-100,A010000460,18.1095,-67.161,"5",Cabo Rojo,2020,To PR-311,To PR-102,"22,081",./0.png
-67.161,18.1095,95,PR-100,P100-CRO,18.1095,-67.161,"5",Cabo Rojo,2022,To PR-311,To PR-102,"25,808",./0.png
-67.161,18.1200000000001,96,PR-100,A010000320,18.12,-67.161,"3.8",Cabo Rojo,2019,To PR-3311,To PR-311,"29,693",./0.png
-67.161,18.2485,97,PR-64 NB TO PR-2 SB,DPR64NBTOPR2SB,18.2485,-67.161,"5.4",Mayagüez,2022,To PR-2,To PR-64,"1,358",./0.png
-67.161,18.0276,98,PR-100 SB 14.5 EXIT WB,DPR100SB14.5EXITWB,18.0276,-67.161,"14.55",Cabo Rojo,2022,To PR-101,To PR-100,"2,838",./0.png
-67.1609,18.22,99,PR-3341 NB TO PR-64 SB,DPR3341NBTOPR64SB,18.22,-67.1609,"0.6",Mayagüez,2022,To PR-64,To PR-3341,"14",./0.png
-67.1609,18.2492,100,PR-2 SB TO PR-64 SB,DPR2SBTOPR64SB,18.2492,-67.1609,"149",Mayagüez,2022,To PR-64,To PR-2,"5,200",./0.png
-67.1608,18.0275,101,PR-100 NB 14.6 ENTR,DPR100NB14.6ENTR,18.0275,-67.1608,"17.7",Cabo Rojo,2022,To PR-100,To PR-101,"2,412",./0.png
-67.1608,18.0288,102,PR-100,A010000810,18.0288,-67.1608,"14.4",Cabo Rojo,2019,To PR-308,To PR-101,"14,109",./0.png
-67.1608,18.2616,103,PR-2,P2-MAY,18.2616,-67.1608,"147.6",Mayagüez,2022,To PR-109,To PR-64,"39,589",./0.png
-67.1608,18.2688,104,PR-2,A000214610,18.2688,-67.1608,"146.83",Mayagüez,2019,To PR-64,To PR-342,"49,541",./0.png
-67.1607,18.2404,105,PR-2,A000215000,18.2404,-67.1607,"150",Mayagüez,2019,To PR-64,To PR-104,"37,499",./0.png
-67.1607,18.2441,106,PR-2,A000214870,18.2441,-67.1607,"149.5",Mayagüez,2019,To PR-64,To PR-104,"33,965",./0.png
-67.1607,18.2616,107,PR-2,A000214720,18.2616,-67.1607,"147.6",Mayagüez,2019,To PR-109,To PR-64,"44,562",./0.png
-67.1607,18.2616,108,PR-2,A000214720,18.2616,-67.1607,"147.6",Mayagüez,2020,To PR-109,To PR-64,"33,271",./0.png
-67.1607,18.0268,109,PR-100 NB 14.6 LT,DPR100NB14.6LT,18.0268,-67.1607,"14.65",Cabo Rojo,2022,To PR-101,To PR-100,"2,739",./0.png
-67.1605,18.2326,110,PR-2,A000215060,18.2326,-67.1605,"150.85",Mayagüez,2019,To PR-64,To PR-104,"43,627",./0.png
-67.1605,18.2517,111,PR-2 NB 149.4 FRONT,DPR2NB149.4FRONT,18.2517,-67.1605,"148.7",Mayagüez,2022,To PR-2,To PR-2,"1,660",./0.png
-67.1603,18.0912,112,PR-102,C00010201710,18.0912,-67.1603,"18.7",Cabo Rojo,2021,To PR-100,To PR-308,"10,930",./0.png
-67.1603,18.3832,113,PR-418,A041800035,18.3832,-67.1603,"2.4",Aguada,2020,To PR-1107,To PR-2,"1,864",./0.png
-67.16,18.0261,114,PR-100,A010001460,18.0261,-67.16,"14.8",Cabo Rojo,2019,To PR-101 Este,To PR-101 Oeste,"14,919",./0.png
-67.16,18.4025,115,PR-442,A044200000,18.4025,-67.16,"0.3",Aguada,2020,To Calle A,To PR-115,"3,384",./0.png
-67.1591,18.2941,116,PR-2,A000214280,18.2941,-67.1591,"143.8",Añasco,2019,To PR-402,To PR-109,"39,179",./0.png
-67.1591,18.3258000000001,117,PR-419,D00041900000,18.3258,-67.1591,"1.05",Aguada,2022,To PR-2,To PR-416,"4,729",./0.png
-67.1591,18.4001,118,PR-4439,D00443900000,18.4001,-67.1591,"0.2",Aguada,2022,To PR-1107,To PR-115,"133",./0.png
-67.159,18.4159,119,PR-4440,A444000000,18.4159,-67.159,"1",Aguadilla,2020,To PR-4442,To End of Road,"2,574",./0.png
-67.1589,18.3681,120,PR-417 TO PR-2 SLIP,DPR417TOPR2SLIP,18.3681,-67.1589,"3.35",Aguada,2022,To PR-2,To PR-417,"3,130",./0.png
-67.1587,18.3684,121,PR-2 TO PR-417 WB SLIP,DPR2TOPR417WBSLIP,18.3684,-67.1587,"134.4",Aguada,2022,To PR-417,To PR-2,"2,711",./0.png
-67.1585,18.368,122,PR-2 NB TO PR-417 EB,DPR2NBTOPR417EB,18.368,-67.1585,"134.4",Aguada,2022,To PR-417,To PR-2,"2,711",./0.png
-67.1584,18.3682,123,PR-417 WB TO PR-2 NB,DPR417WBTOPR2NB,18.3682,-67.1584,"3.4",Aguada,2022,To PR-2,To PR-417,"591",./0.png
-67.1583,18.0254,124,PR-100 SB 16.3 LT,DPR100SB16.3LT,18.0254,-67.1583,"14.9",Cabo Rojo,2022,To PR-101,To PR-100,"4,239",./0.png
-67.1582,18.0256,125,PR-101 WB 17.6 SLIP NB,DPR101WB17.6SLIPNB,18.0256,-67.1582,"17.6",Cabo Rojo,2022,To PR-100,To PR-101,"3,472",./0.png
-67.1582,17.9912,126,PR-303 WB TO PR-301 NB,DPR303WBTOPR301NB,17.9912,-67.1582,"14.6",Cabo Rojo,2022,To PR-301,To PR-303,"471",./0.png
-67.1581,18.1208,127,PR-3311,C00331100000,18.1208,-67.1581,"0.3",Cabo Rojo,2021,To PR-103,To PR-100,"1,351",./0.png
-67.158,18.0252,128,PR-100 SB 14.9 ENTR,DPR100SB14.9ENTR,18.0252,-67.158,"17.65",Cabo Rojo,2022,To PR-100,To PR-101,"210",./0.png
-67.158,18.0252,129,PR-100 NB 14.9 SLIP EB,DPR100NB14.9SLIPEB,18.0252,-67.158,"15",Cabo Rojo,2022,To PR-101,To PR-100,"266",./0.png
-67.1574,18.4027,130,PR-115,A011502730,18.4027,-67.1574,"27.4",Aguada,2020,To PR-1107,To PR-442,"15,046",./0.png
-67.1572,18.2169,131,PR-64 SB 0.0 EXIT,DPR64SB0.0EXIT,18.2169,-67.1572,"0",Mayagüez,2022,To PR-3342,To PR-64,"681",./0.png
-67.1572,18.3,132,PR-402 EB TO PR-2 SB,DPR402EBTOPR2SB,18.3,-67.1572,"3.5",Añasco,2022,To PR-2,To PR-402,"1,043",./0.png
-67.157,18.4433,133,PR-4458,A445800000,18.4433,-67.157,"0.1",Aguadilla,2020,To End of Road,To PR-1107,"260",./0.png
-67.1569,18.1336,134,PR-100,A010000090,18.1336,-67.1569,"2.15",Cabo Rojo,2019,To PR-2,To PR-311,"29,713",./0.png
-67.1569,18.2171000000001,135,PR-102 SB TO PR-64 NB,DPR102SBTOPR64NB,18.2171,-67.1569,"0.6",Mayagüez,2022,To PR-64,To PR-102,"907",./0.png
-67.1569,18.3002,136,PR-2 SB TO PR-402 WB,DPR2SBTOPR402WB,18.3002,-67.1569,"143.1",Añasco,2022,To PR-402,To PR-2,"2,443",./0.png
-67.1568,18.2998,137,PR-2 NB TO PR-402 EB,DPR2NBTOPR402EB,18.2998,-67.1568,"143.1",Añasco,2022,To PR-402,To PR-2,"1,974",./0.png
-67.1568,18.4428,138,PR-1107,A110700060,18.4428,-67.1568,"1.5",Aguadilla,2020,To PR-460,To PR-4458,"4,252",./0.png
-67.1567,18.2169,139,PR-102 NB  0.7 SLIP WB,DPR102NB0.7SLIPWB,18.2169,-67.1567,"0.7",Mayagüez,2022,To PR-102,To PR-102,"3,573",./0.png
-67.1567,18.3001,140,PR-402 WB TO PR-2 NB,DPR402WBTOPR2NB,18.3001,-67.1567,"3.4",Añasco,2022,To PR-2,To PR-402,"1,897",./0.png
-67.1567,18.4585,141,PR-458,A045800000,18.4585,-67.1567,"0.4",Aguadilla,2020,To PR-107,To End of Road,"990",./0.png
-67.1566,18.022,142,PR-100,C00010001495,18.022,-67.1566,"15.4",Cabo Rojo,2021,To PR-101,To PR-301,"5,718",./0.png
-67.1565,18.2211,143,PR-2,A000215220,18.2211,-67.1565,"152.2",Mayagüez,2019,To PR-104,To PR-102,"38,016",./0.png
-67.1565,18.3736,144,PR-418 SB TO PR-2 SB,DPR418SBTOPR2SB,18.3736,-67.1565,"3.5",Aguada,2022,To PR-2,To PR-418,"906",./0.png
-67.1565,18.0892,145,PR-102 SB TO PR-100 SB,DPR102SBTOPR100SB,18.0892,-67.1565,"19.2",Cabo Rojo,2022,To PR-100,To PR-102,"2,416",./0.png
-67.1564,18.0897,146,PR-100 SB TO PR-102 NB,DPR100SBTOPR102NB,18.0897,-67.1564,"7.3",Cabo Rojo,2022,To PR-102,To PR-100,"4,159",./0.png
-67.1563,18.0891,147,PR-100 SB 7.3 EXIT,DPR100SB7.3EXIT,18.0891,-67.1563,"7.35",Cabo Rojo,2022,To PR-100,To PR-100,"1,116",./0.png
-67.1562,18.4169,148,CALLE  L. RAMÍREZ DE ARELLANO,M030040000,18.4169,-67.1562,"0",Aguadilla,2020,To PR-1107,To PR-4440,"4,397",./0.png
-67.1561,18.0867,149,PR-100,A010000730,18.0867,-67.1561,"7.6",Cabo Rojo,2019,To PR-102,To PR-308,"28,506",./0.png
-67.1561,18.3262,150,PR-419,A041900000,18.3262,-67.1561,"0.7",Aguada,2019,To PR-2,To PR-416,"5,211",./0.png
-67.156,18.0893,151,PR-102 WB TO PR-100 NB,DPR102WBTOPR100NB,18.0893,-67.156,"19.25",Cabo Rojo,2022,To PR-100,To PR-102,"3,798",./0.png
-67.156,18.2176,152,PR-102,A010200024,18.2176,-67.156,"0.58",Mayagüez,2019,To PR-2,To PR-64,"10,769",./0.png
-67.156,18.4035,153,PR-4439,D00443900052,18.4035,-67.156,"0.6",Aguadilla,2022,To PR-1107,To PR-115,"155",./0.png
-67.156,18.3749,154,PR-2 SB TO PR-418 NB,DPR2SBTOPR418NB,18.3749,-67.156,"133.6",Aguada,2022,To PR-418,To PR-2,"130",./0.png
-67.1559,18.0888,155,PR-100 NB TO PR-102 SB,DPR100NBTOPR102SB,18.0888,-67.1559,"7.4",Cabo Rojo,2022,To PR-102,To PR-100,"1,158",./0.png
-67.1559,18.0804,156,PR-308 EB TO PR-100 SB,DPR308EBTOPR100SB,18.0804,-67.1559,"0.65",Cabo Rojo,2022,To PR-100,To PR-308,"1,764",./0.png
-67.1559,18.0811,157,PR-100 SB TO PR-308 WB,DPR100SBTOPR308WB,18.0811,-67.1559,"8.2",Cabo Rojo,2022,To PR-308,To PR-100,"4,854",./0.png
-67.1557,18.1032,158,PR-311,C00031100150,18.1032,-67.1557,"1.9",Cabo Rojo,2021,To PR-100,To PR-102,"4,033",./0.png
-67.1557,18.4363,159,PR-1107,A110700160,18.4363,-67.1557,"2.3",Aguadilla,2020,To PR-460,To PR-440,"5,985",./0.png
-67.1556,18.0815,160,PR-308 WB TO PR-100 NB,DPR308WBTOPR100NB,18.0815,-67.1556,"0.6",Cabo Rojo,2022,To PR-100,To PR-308,"3,348",./0.png
-67.1555,18.4235,161,PR-4442,A444200000,18.4235,-67.1555,"0.05",Aguadilla,2020,To PR-1107,To PR-4440,"6,183",./0.png
-67.1555,18.4265,162,PR-440,A044000050,18.4265,-67.1555,"0.8",Aguadilla,2020,To PR-249,To PR-1107,"6,173",./0.png
-67.1555,18.0809,163,PR-100 NB TO PR-308 EB,DPR100NBTOPR308EB,18.0809,-67.1555,"8.25",Cabo Rojo,2022,To PR-308,To PR-100,"1,359",./0.png
-67.1553,18.4025,164,PR-418,A041800000,18.4025,-67.1553,"0.2",Aguadilla,2020,To PR-1107,To PR-2,"864",./0.png
-67.1552,18.4315,165,PR-440,A044000019,18.4315,-67.1552,"0.23",Aguadilla,2020,To PR-1107,To PR-249,"4,805",./0.png
-67.1551,18.1939,166,PR-102 NB TO PR-63 EB,DPR102NBTOPR63EB,18.1939,-67.1551,"3.55",Mayagüez,2022,To PR-63,To PR-102,"2,443",./0.png
-67.1551,18.4242,167,PR-1107,A110700350,18.4242,-67.1551,"3.6",Aguadilla,2020,To PR-440,To PR-4442,"6,387",./0.png
-67.1549,18.4061,168,PR-1107 SB TO PR-115 SB,DPR1107SBTOPR115SB,18.4061,-67.1549,"5.8",Aguadilla,2022,To PR-115,To PR-1107,"6,250",./0.png
-67.1549,18.4332,169,PR-1107,A110700230,18.4332,-67.1549,"2.6",Aguadilla,2020,To PR-460,To PR-440,"4,358",./0.png
-67.1549,18.4394,170,LA VÍA,M030030000,18.4394,-67.1549,"0",Aguadilla,2020,To PR-460,To PR-249,"440",./0.png
-67.1548,18.424,171,PR-1107,A110700370,18.424,-67.1548,"3.75",Aguadilla,2020,To PR-4440,To PR-4442,"226",./0.png
-67.1548,18.4055,172,PR-115 EB TO PR-1107 SB,DPR115EBTOPR1107SB,18.4055,-67.1548,"27.8",Aguadilla,2022,To PR-1107,To PR-115,"4,141",./0.png
-67.1547,18.4235,173,PR-1107,A110700380,18.4235,-67.1547,"3.9",Aguadilla,2020,To PR-4442,To PR-4440,"446",./0.png
-67.1546,18.432,174,PR-1107,A110700270,18.432,-67.1546,"2.9",Aguadilla,2020,To PR-440,To PR-249,"1,188",./0.png
-67.1545,18.4042,175,PR-1107,A110700465,18.4042,-67.1545,"6",Aguadilla,2020,To PR-4439,To PR-418,"13,178",./0.png
-67.1545,18.4299,176,PR-1107,A110700300,18.4299,-67.1545,"3",Aguadilla,2020,To PR-440,To PR-249,"2,058",./0.png
-67.1544,18.0013,177,PR-301,C00030100130,18.0013,-67.1544,"3",Cabo Rojo,2021,To PR-100,To PR-303,"5,849",./0.png
-67.1543,18.1934,178,PR-63,A006300000,18.1934,-67.1543,"0.16",Mayagüez,2019,To PR-2,To PR-102,"15,736",./0.png
-67.1543,18.2147,179,PR-102,A010200060,18.2147,-67.1543,"1.01",Mayagüez,2019,To PR-64,To PR-3342,"23,762",./0.png
